"date;""open"";""high"";""low"";""close"";""vol"";""new"""
"2006-01-04 00:00:00;""41400.000"";""42510.000"";""41350.000"";""42480.000"";""31178"";1"
"2006-01-05 00:00:00;""43200.000"";""43200.000"";""42680.000"";""42780.000"";""32632"";1"
"2006-01-06 00:00:00;""42560.000"";""43080.000"";""42500.000"";""43060.000"";""28226"";1"
"2006-01-09 00:00:00;""43300.000"";""43420.000"";""43100.000"";""43260.000"";""29006"";1"
"2006-01-10 00:00:00;""43400.000"";""43800.000"";""43290.000"";""43760.000"";""34412"";1"
"2006-01-11 00:00:00;""43740.000"";""44010.000"";""43650.000"";""43870.000"";""24658"";1"
"2006-01-12 00:00:00;""43800.000"";""43930.000"";""43680.000"";""43800.000"";""23548"";1"
"2006-01-13 00:00:00;""43850.000"";""43960.000"";""43750.000"";""43860.000"";""18528"";1"
"2006-01-16 00:00:00;""44290.000"";""44690.000"";""44210.000"";""44640.000"";""20084"";1"
"2006-01-17 00:00:00;""44500.000"";""44930.000"";""44110.000"";""44640.000"";""17984"";1"
"2006-01-18 00:00:00;""43870.000"";""44020.000"";""42740.000"";""42930.000"";""28448"";1"
"2006-01-19 00:00:00;""43880.000"";""44210.000"";""43500.000"";""43750.000"";""21178"";1"
"2006-01-20 00:00:00;""43500.000"";""43500.000"";""43000.000"";""43450.000"";""19434"";1"
"2006-01-23 00:00:00;""43020.000"";""43700.000"";""43010.000"";""43680.000"";""15054"";1"
"2006-01-24 00:00:00;""43990.000"";""44160.000"";""43660.000"";""43810.000"";""12646"";1"
"2006-01-25 00:00:00;""44300.000"";""44300.000"";""44110.000"";""44220.000"";""12656"";1"
"2006-01-26 00:00:00;""45090.000"";""45680.000"";""45030.000"";""45530.000"";""19254"";1"
"2006-01-27 00:00:00;""45400.000"";""45990.000"";""45300.000"";""45890.000"";""9838"";1"
"2006-02-06 00:00:00;""47600.000"";""47600.000"";""47600.000"";""47600.000"";""818"";1"
"2006-02-07 00:00:00;""48300.000"";""49230.000"";""48300.000"";""48980.000"";""18324"";1"
"2006-02-08 00:00:00;""46920.000"";""47950.000"";""46920.000"";""47540.000"";""26534"";1"
"2006-02-09 00:00:00;""48000.000"";""48330.000"";""47890.000"";""48210.000"";""10330"";1"
"2006-02-10 00:00:00;""48300.000"";""48590.000"";""47800.000"";""47900.000"";""13178"";1"
"2006-02-13 00:00:00;""46420.000"";""46890.000"";""46250.000"";""46510.000"";""20710"";1"
"2006-02-14 00:00:00;""46500.000"";""46790.000"";""46200.000"";""46750.000"";""13108"";1"
"2006-02-15 00:00:00;""47080.000"";""47360.000"";""46860.000"";""46980.000"";""18308"";1"
"2006-02-16 00:00:00;""45300.000"";""45710.000"";""45210.000"";""45410.000"";""23430"";1"
"2006-02-17 00:00:00;""46010.000"";""46160.000"";""44800.000"";""45550.000"";""32944"";1"
